source_site,source_item_id,source_query_category,source_category_path,product_name,barcode,category_name,unit,suggested_unit_price,status,source_url
新华书店网,110001504858168,家居/生活用品,家居/生活用品,瑾礼 熊猫竹节被 JL-12246（200*230cm）...,XHSD110001504858168,家居/生活用品,个,119.00,onsale,https://item.xhsd.com/items/110001504858168
新华书店网,110001504855152,家居/生活用品,家居/生活用品,瑾礼 冰淇淋凉感夏被,XHSD110001504855152,家居/生活用品,个,79.00,onsale,https://item.xhsd.com/items/110001504855152
新华书店网,110001504849189,家居/生活用品,家居/生活用品,丽特斐静音充电台式桌面循环扇Z05,XHSD110001504849189,家居/生活用品,个,99.00,onsale,https://item.xhsd.com/items/110001504849189
新华书店网,110001504799001,家居/生活用品,家居/生活用品,诗梦姿冬季加厚A类原棉大豆被芯1.8×2.2米,XHSD110001504799001,家居/生活用品,个,178.00,onsale,https://item.xhsd.com/items/110001504799001
新华书店网,110001504745691,家居/生活用品,家居/生活用品,LARGE洗衣机槽泡腾片15g*12块,XHSD110001504745691,家居/生活用品,个,15.90,onsale,https://item.xhsd.com/items/110001504745691
新华书店网,110001504849614,家居/生活用品,家居/生活用品,鸭小梨多功能按摩靠枕,XHSD110001504849614,家居/生活用品,个,195.00,onsale,https://item.xhsd.com/items/110001504849614
新华书店网,110001504787082,家居/生活用品,家居/生活用品,雨中砂原矿龙血砂西施紫砂壶礼盒装,XHSD110001504787082,家居/生活用品,个,288.00,onsale,https://item.xhsd.com/items/110001504787082
新华书店网,110001504687760,家居/生活用品,家居/生活用品,笔下咖啡签字笔,XHSD110001504687760,家居/生活用品,个,215.00,onsale,https://item.xhsd.com/items/110001504687760
新华书店网,110001504859155,家居/生活用品,家居/生活用品,缤纷水果色女士自动晴雨伞,XHSD110001504859155,家居/生活用品,个,45.00,onsale,https://item.xhsd.com/items/110001504859155
新华书店网,110001504856150,家居/生活用品,家居/生活用品,双镜片小熊头盔,XHSD110001504856150,家居/生活用品,个,68.00,onsale,https://item.xhsd.com/items/110001504856150
新华书店网,110001504271320,家居/生活用品,家居/生活用品,优质木整料制作 传统按摩捶 随机发货,XHSD110001504271320,家居/生活用品,个,28.00,onsale,https://item.xhsd.com/items/110001504271320
新华书店网,110001503722001,家居/生活用品,家居/生活用品,美人鱼系列加厚搓背拉条颜色随机,XHSD110001503722001,家居/生活用品,个,18.00,onsale,https://item.xhsd.com/items/110001503722001
新华书店网,110001504282586,家居/生活用品,家居/生活用品,和正电池款电动指甲剪,XHSD110001504282586,家居/生活用品,个,135.00,onsale,https://item.xhsd.com/items/110001504282586
新华书店网,110001503673493,家居/生活用品,家居/生活用品,双枪 无漆无蜡节节高升竹筷子30双装,XHSD110001503673493,家居/生活用品,个,39.00,onsale,https://item.xhsd.com/items/110001503673493
新华书店网,110001503709019,家居/生活用品,家居/生活用品,蓝月亮 衣物消毒液1kg*3瓶,XHSD110001503709019,家居/生活用品,个,87.00,onsale,https://item.xhsd.com/items/110001503709019
新华书店网,110001504412865,家居/生活用品,家居/生活用品,阿芙（AFU）LESS天竺葵精油芳香暖颈贴,XHSD110001504412865,家居/生活用品,个,69.00,onsale,https://item.xhsd.com/items/110001504412865
新华书店网,110001504269305,家居/生活用品,家居/生活用品,户外便携折叠水壶15L,XHSD110001504269305,家居/生活用品,个,89.00,onsale,https://item.xhsd.com/items/110001504269305
新华书店网,110001504422486,家居/生活用品,家居/生活用品,多功能眼部雾化蒸汽护眼仪,XHSD110001504422486,家居/生活用品,个,237.00,onsale,https://item.xhsd.com/items/110001504422486
新华书店网,110001504588087,家居/生活用品,家居/生活用品,康佳便捷式电热水壶0.8L,XHSD110001504588087,家居/生活用品,个,190.00,onsale,https://item.xhsd.com/items/110001504588087
新华书店网,110001504183296,家居/生活用品,家居/生活用品,蕉下口袋系列五折伞（口袋A）,XHSD110001504183296,家居/生活用品,个,169.00,onsale,https://item.xhsd.com/items/110001504183296
新华书店网,110001504049095,家居/生活用品,家居/生活用品,美人鱼搓澡巾颜色随机,XHSD110001504049095,家居/生活用品,个,16.00,onsale,https://item.xhsd.com/items/110001504049095
新华书店网,110001504358329,家居/生活用品,家居/生活用品,凯速艾草自发热点阵护膝两双装KP03,XHSD110001504358329,家居/生活用品,个,49.00,onsale,https://item.xhsd.com/items/110001504358329
新华书店网,110001504375138,家居/生活用品,家居/生活用品,卡屋KT075桶装水电动抽水器,XHSD110001504375138,家居/生活用品,个,88.00,onsale,https://item.xhsd.com/items/110001504375138
新华书店网,110001504263323,家居/生活用品,家居/生活用品,奶酪3D海绵枕,XHSD110001504263323,家居/生活用品,个,236.00,onsale,https://item.xhsd.com/items/110001504263323
新华书店网,110001504264209,家居/生活用品,家居/生活用品,TPU弹力布充气枕,XHSD110001504264209,家居/生活用品,个,79.00,onsale,https://item.xhsd.com/items/110001504264209
新华书店网,110001504253058,家居/生活用品,家居/生活用品,炊大皇不粘锅家用炒锅30cm旗舰款带锅盖,XHSD110001504253058,家居/生活用品,个,135.00,onsale,https://item.xhsd.com/items/110001504253058
新华书店网,110001504258956,家居/生活用品,家居/生活用品,吉狮行乐 羊脂玉瓷主人杯,XHSD110001504258956,家居/生活用品,个,299.00,offsale,https://item.xhsd.com/items/110001504258956
新华书店网,110001504265379,家居/生活用品,家居/生活用品,黄白格大号野餐垫,XHSD110001504265379,家居/生活用品,个,149.00,onsale,https://item.xhsd.com/items/110001504265379
新华书店网,110001504225500,家居/生活用品,家居/生活用品,洁丽雅助眠荞麦枕,XHSD110001504225500,家居/生活用品,个,165.00,onsale,https://item.xhsd.com/items/110001504225500
新华书店网,110001504259302,家居/生活用品,家居/生活用品,嘉赫斯沁凉凉感丝印花夏凉被清新南瓜200*230cm,XHSD110001504259302,家居/生活用品,个,399.00,onsale,https://item.xhsd.com/items/110001504259302
新华书店网,110001504235245,家居/生活用品,家居/生活用品,驿客防水野餐垫 小飞叶,XHSD110001504235245,家居/生活用品,个,128.00,onsale,https://item.xhsd.com/items/110001504235245
新华书店网,110001504384647,家居/生活用品,家居/生活用品,炊大皇304不锈钢奶锅无涂层锅16cm,XHSD110001504384647,家居/生活用品,个,132.20,onsale,https://item.xhsd.com/items/110001504384647
新华书店网,110001504385127,家居/生活用品,家居/生活用品,三联装平口保鲜袋3卷共220只,XHSD110001504385127,家居/生活用品,个,39.90,onsale,https://item.xhsd.com/items/110001504385127
新华书店网,110001504358330,家居/生活用品,家居/生活用品,悠梦嘉居獭兔绒精华被套毯200x230cm,XHSD110001504358330,家居/生活用品,个,159.00,offsale,https://item.xhsd.com/items/110001504358330
新华书店网,110001504384285,家居/生活用品,家居/生活用品,AKS 陶瓷涂层 海豚办公保温杯,XHSD110001504384285,家居/生活用品,个,129.00,onsale,https://item.xhsd.com/items/110001504384285
新华书店网,110001504221213,家居/生活用品,家居/生活用品,相见欢 汝釉圆包茶道套装,XHSD110001504221213,家居/生活用品,个,499.00,onsale,https://item.xhsd.com/items/110001504221213
新华书店网,110001504253641,家居/生活用品,家居/生活用品,敦煌国潮系列双面抱枕,XHSD110001504253641,家居/生活用品,个,79.00,onsale,https://item.xhsd.com/items/110001504253641
新华书店网,110001504376759,家居/生活用品,家居/生活用品,树可香薰束小众创意摆件,XHSD110001504376759,家居/生活用品,个,43.50,onsale,https://item.xhsd.com/items/110001504376759
新华书店网,110001504179962,家居/生活用品,家居/生活用品,红蜻蜓格韵蚕丝润肤冬被,XHSD110001504179962,家居/生活用品,个,1498.00,onsale,https://item.xhsd.com/items/110001504179962
新华书店网,110001504235248,家居/生活用品,家居/生活用品,惠寻日式弯柄翘头马桶刷加粘钩,XHSD110001504235248,家居/生活用品,个,25.90,onsale,https://item.xhsd.com/items/110001504235248
新华书店网,110001504677031,家居/生活用品,家居/生活用品,笔下2025年一顺到底新春礼盒套装,XHSD110001504677031,家居/生活用品,个,399.00,onsale,https://item.xhsd.com/items/110001504677031
新华书店网,110001504616181,家居/生活用品,家居/生活用品,檀轩阁紫砂内胆木纹奋进杯,XHSD110001504616181,家居/生活用品,个,129.00,onsale,https://item.xhsd.com/items/110001504616181
新华书店网,110001504368307,家居/生活用品,家居/生活用品,原矿大红袍双龙石瓢紫砂壶,XHSD110001504368307,家居/生活用品,个,159.00,onsale,https://item.xhsd.com/items/110001504368307
新华书店网,110001504413201,家居/生活用品,家居/生活用品,非遗 龙凤呈祥珐琅彩鎏银对杯,XHSD110001504413201,家居/生活用品,个,499.00,onsale,https://item.xhsd.com/items/110001504413201
新华书店网,110001504387379,家居/生活用品,家居/生活用品,桃白德化便携式一壶三杯旅行茶具,XHSD110001504387379,家居/生活用品,个,71.00,onsale,https://item.xhsd.com/items/110001504387379
新华书店网,110001504366568,家居/生活用品,家居/生活用品,龙腾四海生肖抱枕,XHSD110001504366568,家居/生活用品,个,69.00,onsale,https://item.xhsd.com/items/110001504366568
新华书店网,110001504377389,家居/生活用品,家居/生活用品,杉杉 蓝灰条纹太空被200*230cm,XHSD110001504377389,家居/生活用品,个,796.00,onsale,https://item.xhsd.com/items/110001504377389
新华书店网,110001504375597,家居/生活用品,家居/生活用品,原矿陈腐老紫双龙戏珠泥提梁紫砂壶,XHSD110001504375597,家居/生活用品,个,199.00,onsale,https://item.xhsd.com/items/110001504375597
新华书店网,110001504368599,家居/生活用品,家居/生活用品,皮尔卡丹 男士针扣皮带,XHSD110001504368599,家居/生活用品,个,458.00,onsale,https://item.xhsd.com/items/110001504368599
新华书店网,110001504379364,家居/生活用品,家居/生活用品,海绵打孔透气立体防低头累护颈,XHSD110001504379364,家居/生活用品,个,52.00,onsale,https://item.xhsd.com/items/110001504379364
新华书店网,110001504407020,家居/生活用品,家居/生活用品,纳米清洁球钢丝球,XHSD110001504407020,家居/生活用品,个,15.90,onsale,https://item.xhsd.com/items/110001504407020
新华书店网,110001504419488,家居/生活用品,家居/生活用品,南乔便携指环手柄五折黑胶太阳伞,XHSD110001504419488,家居/生活用品,个,63.00,onsale,https://item.xhsd.com/items/110001504419488
新华书店网,110001503963469,家居/生活用品,家居/生活用品,团购-强国定制 众里寻她旅行茶具,XHSD110001503963469,家居/生活用品,个,115.00,onsale,https://item.xhsd.com/items/110001503963469
新华书店网,110001504425262,家居/生活用品,家居/生活用品,悟空 羊脂玉瓷主人杯,XHSD110001504425262,家居/生活用品,个,398.00,onsale,https://item.xhsd.com/items/110001504425262
新华书店网,110001504395575,家居/生活用品,家居/生活用品,清砂壶影原紫泥珐琅彩西施紫砂壶礼盒装,XHSD110001504395575,家居/生活用品,个,219.50,onsale,https://item.xhsd.com/items/110001504395575
新华书店网,110001504289573,家居/生活用品,家居/生活用品,南乔黑胶防紫外线五折六骨口袋伞,XHSD110001504289573,家居/生活用品,个,79.90,onsale,https://item.xhsd.com/items/110001504289573
新华书店网,110001504403300,家居/生活用品,家居/生活用品,悠梦嘉居深睡眠亲肤空调被,XHSD110001504403300,家居/生活用品,个,89.00,onsale,https://item.xhsd.com/items/110001504403300
新华书店网,110001504363127,家居/生活用品,家居/生活用品,杉杉 轻奢千鸟格提花冬被200*230cm,XHSD110001504363127,家居/生活用品,个,1160.00,offsale,https://item.xhsd.com/items/110001504363127
新华书店网,110001504344172,家居/生活用品,家居/生活用品,舒蕾倍爽净肤沐浴露430ml,XHSD110001504344172,家居/生活用品,个,49.00,onsale,https://item.xhsd.com/items/110001504344172
新华书店网,110001504397458,家居/生活用品,家居/生活用品,艾贝丽 简易多功能电热饭盒,XHSD110001504397458,家居/生活用品,个,699.00,onsale,https://item.xhsd.com/items/110001504397458
新华书店网,110001504405680,家居/生活用品,家居/生活用品,清砂壶影古秦权大红袍紫砂壶礼盒装,XHSD110001504405680,家居/生活用品,个,256.00,onsale,https://item.xhsd.com/items/110001504405680
新华书店网,110001504703668,家居/生活用品,家居/生活用品,小豚鼠亚朵深睡慢回弹记忆棉42*70*6cm,XHSD110001504703668,家居/生活用品,个,191.00,onsale,https://item.xhsd.com/items/110001504703668
新华书店网,110001504701626,家居/生活用品,家居/生活用品,檀轩阁宜兴大展宏图紫砂保温杯,XHSD110001504701626,家居/生活用品,个,142.00,offsale,https://item.xhsd.com/items/110001504701626
新华书店网,110001504414593,家居/生活用品,家居/生活用品,非遗 汝瓷办公杯,XHSD110001504414593,家居/生活用品,个,299.00,onsale,https://item.xhsd.com/items/110001504414593
新华书店网,110001504656210,家居/生活用品,家居/生活用品,凯速绑带艾草自发热点阵护膝灰色,XHSD110001504656210,家居/生活用品,个,49.90,onsale,https://item.xhsd.com/items/110001504656210
新华书店网,110001504611174,家居/生活用品,家居/生活用品,宜兴名家手工原矿红降坡南瓜壶,XHSD110001504611174,家居/生活用品,个,666.00,onsale,https://item.xhsd.com/items/110001504611174
新华书店网,110001504385116,家居/生活用品,家居/生活用品,清砂壶影原矿大红袍如意仿古茶壶,XHSD110001504385116,家居/生活用品,个,220.00,onsale,https://item.xhsd.com/items/110001504385116
新华书店网,110001504604042,家居/生活用品,家居/生活用品,笔下芳华钢笔礼盒,XHSD110001504604042,家居/生活用品,个,599.00,onsale,https://item.xhsd.com/items/110001504604042
新华书店网,110001504628489,家居/生活用品,家居/生活用品,龙泉青瓷仿古中式龙凤对杯礼盒装,XHSD110001504628489,家居/生活用品,个,124.00,onsale,https://item.xhsd.com/items/110001504628489
新华书店网,110001504373528,家居/生活用品,家居/生活用品,百福齐聚古法工艺鎏金筷,XHSD110001504373528,家居/生活用品,个,690.00,onsale,https://item.xhsd.com/items/110001504373528
新华书店网,110001504421247,家居/生活用品,家居/生活用品,波斯顿牙膏男士专用去黄去口臭牙膏,XHSD110001504421247,家居/生活用品,个,33.10,onsale,https://item.xhsd.com/items/110001504421247
新华书店网,110001504420236,家居/生活用品,家居/生活用品,悠梦嘉居水洗天丝夏被四件套,XHSD110001504420236,家居/生活用品,个,365.00,onsale,https://item.xhsd.com/items/110001504420236
新华书店网,110001504608382,家居/生活用品,家居/生活用品,POE痔疮记忆棉坐垫,XHSD110001504608382,家居/生活用品,个,61.00,onsale,https://item.xhsd.com/items/110001504608382
新华书店网,110001503349656,家居/生活用品,家居/生活用品,强国定制 众里寻她旅行茶具,XHSD110001503349656,家居/生活用品,个,199.00,onsale,https://item.xhsd.com/items/110001503349656
新华书店网,110001504607146,家居/生活用品,家居/生活用品,宜兴手工原矿紫泥龙蛋壶,XHSD110001504607146,家居/生活用品,个,468.00,onsale,https://item.xhsd.com/items/110001504607146
新华书店网,110001504426201,家居/生活用品,家居/生活用品,章丘铁锅老式手工鱼鳞锅,XHSD110001504426201,家居/生活用品,个,109.00,onsale,https://item.xhsd.com/items/110001504426201
新华书店网,110001504380474,家居/生活用品,家居/生活用品,景德镇陶瓷碗碟套装16件套,XHSD110001504380474,家居/生活用品,个,80.00,onsale,https://item.xhsd.com/items/110001504380474
新华书店网,110001504622910,家居/生活用品,家居/生活用品,宝丽姿多功能智能温控电热暖身毯YZL15090,XHSD110001504622910,家居/生活用品,个,106.00,onsale,https://item.xhsd.com/items/110001504622910
新华书店网,110001504614481,家居/生活用品,家居/生活用品,宜兴名家手工原矿天青泥掇只壶,XHSD110001504614481,家居/生活用品,个,666.00,onsale,https://item.xhsd.com/items/110001504614481
新华书店网,110001504393607,家居/生活用品,家居/生活用品,日硕去老茧无线电动磨脚器HH-368,XHSD110001504393607,家居/生活用品,个,69.50,onsale,https://item.xhsd.com/items/110001504393607
新华书店网,110001504721273,家居/生活用品,家居/生活用品,清砂壶影宜矿紫泥竹段提梁壶礼盒装,XHSD110001504721273,家居/生活用品,个,160.00,offsale,https://item.xhsd.com/items/110001504721273
